split,index,case_id,source,image_path,mask_path,image_exists,mask_exists,image_shape,mask_shape,image_dim0,image_dim1,image_dim2,mask_dim0,mask_dim1,mask_dim2,image_voxels,mask_voxels,image_spacing,mask_spacing,shape_match,has_label,positive_voxels,total_voxels,positive_ratio,error
train_new,102,EMC024,EMC,data\images\EMC024.nii.gz,data\masks\cyst_emc_024.nii.gz,True,True,512x512x39,512x512x39,512,512,39,512,512,39,10223616,10223616,0.8594x0.8594x6.59999,0.8594x0.8594x6.59999,True,True,2387,10223616,0.00023347903520633013,
train_new,103,NYU0065,NYU,data\images\NYU0065.nii.gz,data\masks\cyst_nyu_0065.nii.gz,True,True,256x256x56,256x256x56,256,256,56,256,256,56,3670016,3670016,1.17188x1.17188x4.4,1.17188x1.17188x4.4,True,True,1489,3670016,0.00040572030203683037,
train_new,104,NU104,NU,data\images\NU104.nii.gz,data\masks\cyst_nu_104.nii.gz,True,True,320x248x54,320x248x54,320,248,54,320,248,54,4285440,4285440,1.15625x1.15625x5,1.15625x1.15625x5,True,True,1017,4285440,0.000237315188172043,
train_new,105,NU142,NU,data\images\NU142.nii.gz,data\masks\cyst_nu_142.nii.gz,True,True,320x250x40,320x250x40,320,250,40,320,250,40,3200000,3200000,1.1875x1.1875x6.6,1.1875x1.1875x6.6,True,True,146,3200000,4.5625e-05,
train_new,106,NU190,NU,data\images\NU190.nii.gz,data\masks\cyst_nu_190.nii.gz,True,True,384x288x56,384x288x56,384,288,56,384,288,56,6193152,6193152,0.9375x0.9375x3.59999,0.9375x0.9375x3.59999,True,True,277,6193152,4.4726820849867724e-05,
train_new,107,NU135,NU,data\images\NU135.nii.gz,data\masks\cyst_nu_135.nii.gz,True,True,320x260x33,320x260x33,320,260,33,320,260,33,2745600,2745600,1.09375x1.09375x7.2,1.09375x1.09375x7.2,True,True,109,2745600,3.969988344988345e-05,
train_new,108,NU147,NU,data\images\NU147.nii.gz,data\masks\cyst_nu_147.nii.gz,True,True,320x320x51,320x320x51,320,320,51,320,320,51,5222400,5222400,1.1875x1.1875x5,1.1875x1.1875x5,True,True,270,5222400,5.170036764705882e-05,
train_new,109,IU31,IU,data\images\IU31.nii.gz,data\masks\cyst_iu_31.nii.gz,True,True,320x260x37,320x260x37,320,260,37,320,260,37,3078400,3078400,1.125x1.125x7.2,1.125x1.125x7.2,True,True,1953,3078400,0.0006344204781704782,
train_new,110,MCA30,MCA,data\images\MCA30.nii.gz,data\masks\cyst_mca_30.nii.gz,True,True,512x512x32,512x512x32,512,512,32,512,512,32,8388608,8388608,0.7813x0.7813x7,0.7813x0.7813x7,True,True,4216,8388608,0.0005025863647460938,
train_new,111,NYU0150,NYU,data\images\NYU0150.nii.gz,data\masks\cyst_nyu_0150.nii.gz,True,True,256x256x57,256x256x57,256,256,57,256,256,57,3735552,3735552,1.36719x1.36719x4.4,1.36719x1.36719x4.4,True,True,707,3735552,0.00018926252398574563,
train_new,112,EMC092,EMC,data\images\EMC092.nii.gz,data\masks\cyst_emc_092.nii.gz,True,True,512x512x37,512x512x37,512,512,37,512,512,37,9699328,9699328,0.8203x0.8203x6.59999,0.8203x0.8203x6.59999,True,True,6789,9699328,0.0006999453982791385,
train_new,113,NYU0144,NYU,data\images\NYU0144.nii.gz,data\masks\cyst_nyu_0144.nii.gz,True,True,320x290x43,320x290x43,320,290,43,320,290,43,3990400,3990400,1.09375x1.09375x6.00001,1.09375x1.09375x6.00001,True,True,215,3990400,5.3879310344827585e-05,
train_new,114,NYU0100,NYU,data\images\NYU0100.nii.gz,data\masks\cyst_nyu_0100.nii.gz,True,True,256x256x33,256x256x33,256,256,33,256,256,33,2162688,2162688,1.6406x1.6406x8.00003,1.6406x1.6406x8.00003,True,True,603,2162688,0.0002788196910511364,
train_new,115,NYU0131,NYU,data\images\NYU0131.nii.gz,data\masks\cyst_nyu_0131.nii.gz,True,True,256x192x39,256x192x39,256,192,39,256,192,39,1916928,1916928,1.67969x1.67969x4.8,1.67969x1.67969x4.8,True,True,639,1916928,0.0003333458533653846,
train_new,116,CAD224,CAD,data\images\CAD224.nii.gz,data\masks\cyst_cad_224.nii.gz,True,True,256x256x32,256x256x32,256,256,32,256,256,32,2097152,2097152,1.09375x1.09375x4.39999,1.09375x1.09375x4.39999,True,True,10860,2097152,0.0051784515380859375,
train_new,117,MCF18,MCF,data\images\MCF18.nii.gz,data\masks\cyst_mcf_18.nii.gz,True,True,320x320x42,320x320x42,320,320,42,320,320,42,4300800,4300800,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,1871,4300800,0.00043503534226190476,
train_new,118,CAD269,CAD,data\images\CAD269.nii.gz,data\masks\cyst_cad_269.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,4560,1966080,0.0023193359375,
train_new,119,MCF20,MCF,data\images\MCF20.nii.gz,data\masks\cyst_mcf_20.nii.gz,True,True,320x320x36,320x320x36,320,320,36,320,320,36,3686400,3686400,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,46394,3686400,0.012585177951388889,
train_new,120,CAD219,CAD,data\images\CAD219.nii.gz,data\masks\cyst_cad_219.nii.gz,True,True,256x256x32,256x256x32,256,256,32,256,256,32,2097152,2097152,1.13281x1.13281x4.4,1.13281x1.13281x4.4,True,True,9610,2097152,0.004582405090332031,
train_new,121,CAD189,CAD,data\images\CAD189.nii.gz,data\masks\cyst_cad_189.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.09375x0.905762x4.39999,1.09375x0.905762x4.39999,True,True,3656,1966080,0.0018595377604166666,
train_new,122,IU72,IU,data\images\IU72.nii.gz,data\masks\cyst_iu_72.nii.gz,True,True,512x416x36,512x416x36,512,416,36,512,416,36,7667712,7667712,0.703125x0.703125x6.6,0.703125x0.703125x6.6,True,True,9354,7667712,0.0012199206229967948,
train_new,123,CAD102,CAD,data\images\CAD102.nii.gz,data\masks\cyst_cad_102.nii.gz,True,True,256x256x35,256x256x35,256,256,35,256,256,35,2293760,2293760,1.17188x1.17188x4.39999,1.17188x1.17188x4.39999,True,True,605,2293760,0.00026375906808035713,
train_new,124,CAD238,CAD,data\images\CAD238.nii.gz,data\masks\cyst_cad_238.nii.gz,True,True,256x256x32,256x256x32,256,256,32,256,256,32,2097152,2097152,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,2852,2097152,0.0013599395751953125,
train_new,125,NYU0129,NYU,data\images\NYU0129.nii.gz,data\masks\cyst_nyu_0129.nii.gz,True,True,256x208x50,256x208x50,256,208,50,256,208,50,2662400,2662400,1.36719x1.36719x4.4,1.36719x1.36719x4.4,True,True,668,2662400,0.0002509014423076923,
train_new,126,NYU0098,NYU,data\images\NYU0098.nii.gz,data\masks\cyst_nyu_0098.nii.gz,True,True,320x244x24,320x244x24,320,244,24,320,244,24,1873920,1873920,1.25x1.25x7.8,1.25x1.25x7.8,True,True,150,1873920,8.004610655737704e-05,
train_new,127,AHN12,AHN,data\images\AHN12.nii.gz,data\masks\cyst_ahn_12.nii.gz,True,True,320x320x29,320x320x29,320,320,29,320,320,29,2969600,2969600,1.125x1.125x7.8,1.125x1.125x7.8,True,True,2065,2969600,0.0006953798491379311,
train_new,128,NU165,NU,data\images\NU165.nii.gz,data\masks\cyst_nu_165.nii.gz,True,True,320x320x55,320x320x55,320,320,55,320,320,55,5632000,5632000,1.25x1.25x5,1.25x1.25x5,True,True,241,5632000,4.279119318181818e-05,
train_new,129,IU1,IU,data\images\IU1.nii.gz,data\masks\cyst_iu_1.nii.gz,True,True,352x352x33,352x352x33,352,352,33,352,352,33,4088832,4088832,1.12216x1.12216x8,1.12216x1.12216x8,True,True,212,4088832,5.184854745805159e-05,
train_new,130,NYU0035,NYU,data\images\NYU0035.nii.gz,data\masks\cyst_nyu_0035.nii.gz,True,True,320x240x45,320x240x45,320,240,45,320,240,45,3456000,3456000,1.1875x1.1875x4.8,1.1875x1.1875x4.8,True,True,25279,3456000,0.007314525462962963,
train_new,131,MCA14,MCA,data\images\MCA14.nii.gz,data\masks\cyst_mca_14.nii.gz,True,True,384x324x50,384x324x50,384,324,50,384,324,50,6220800,6220800,0.989583x0.989583x5,0.989583x0.989583x5,True,True,3292,6220800,0.0005291923868312757,
train_new,132,NYU0157,NYU,data\images\NYU0157.nii.gz,data\masks\cyst_nyu_0157.nii.gz,True,True,256x256x46,256x256x46,256,256,46,256,256,46,3014656,3014656,1.26953x1.26953x4.4,1.26953x1.26953x4.4,True,True,3610,3014656,0.0011974832286005435,
train_new,133,NU156,NU,data\images\NU156.nii.gz,data\masks\cyst_nu_156.nii.gz,True,True,320x260x40,320x260x40,320,260,40,320,260,40,3328000,3328000,1.0625x1.0625x6,1.0625x1.0625x6,True,True,621,3328000,0.0001865985576923077,
train_new,134,NU36,NU,data\images\NU36.nii.gz,data\masks\cyst_nu_36.nii.gz,True,True,320x280x15,320x280x15,320,280,15,320,280,15,1344000,1344000,1.15625x1.15625x15.8571,1.15625x1.15625x15.8571,True,True,156,1344000,0.00011607142857142857,
train_new,135,CAD288,CAD,data\images\CAD288.nii.gz,data\masks\cyst_cad_288.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,4524,1966080,0.002301025390625,
train_new,136,CAD135,CAD,data\images\CAD135.nii.gz,data\masks\cyst_cad_135.nii.gz,True,True,256x256x34,256x256x34,256,256,34,256,256,34,2228224,2228224,1.40625x1.40625x7.7,1.40625x1.40625x7.7,True,True,2726,2228224,0.0012233958524816176,
train_new,137,NYU0101,NYU,data\images\NYU0101.nii.gz,data\masks\cyst_nyu_0101.nii.gz,True,True,320x320x56,320x320x56,320,320,56,320,320,56,5734400,5734400,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,469,5734400,8.1787109375e-05,
train_new,138,CAD138,CAD,data\images\CAD138.nii.gz,data\masks\cyst_cad_138.nii.gz,True,True,256x256x40,256x256x40,256,256,40,256,256,40,2621440,2621440,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,1660,2621440,0.00063323974609375,
train_new,139,NU06,NU,data\images\NU06.nii.gz,data\masks\cyst_nu_06.nii.gz,True,True,320x290x48,320x290x48,320,290,48,320,290,48,4454400,4454400,1.125x1.125x5,1.125x1.125x5,True,True,223,4454400,5.00628591954023e-05,
train_new,140,MCF04,MCF,data\images\MCF04.nii.gz,data\masks\cyst_mcf_04.nii.gz,True,True,320x320x32,320x320x32,320,320,32,320,320,32,3276800,3276800,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,2692,3276800,0.000821533203125,
train_new,141,IU39,IU,data\images\IU39.nii.gz,data\masks\cyst_iu_39.nii.gz,True,True,320x250x30,320x250x30,320,250,30,320,250,30,2400000,2400000,1.1875x1.1875x7.2,1.1875x1.1875x7.2,True,True,402,2400000,0.0001675,
train_new,142,CAD290,CAD,data\images\CAD290.nii.gz,data\masks\cyst_cad_290.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.17188x1.17188x4.4,1.17188x1.17188x4.4,True,True,6590,1966080,0.0033518473307291665,
train_new,143,AHN77,AHN,data\images\AHN77.nii.gz,data\masks\cyst_ahn_77.nii.gz,True,True,320x320x27,320x320x27,320,320,27,320,320,27,2764800,2764800,1.125x1.125x7.5,1.125x1.125x7.5,True,True,150,2764800,5.425347222222222e-05,
train_new,144,IU78,IU,data\images\IU78.nii.gz,data\masks\cyst_iu_78.nii.gz,True,True,512x416x45,512x416x45,512,416,45,512,416,45,9584640,9584640,0.703125x0.703125x7.2,0.703125x0.703125x7.2,True,True,1088,9584640,0.00011351495726495727,
train_new,145,IU33,IU,data\images\IU33.nii.gz,data\masks\cyst_iu_33.nii.gz,True,True,320x260x35,320x260x35,320,260,35,320,260,35,2912000,2912000,1.125x1.125x7.2,1.125x1.125x7.2,True,True,3116,2912000,0.001070054945054945,
train_new,146,IU32,IU,data\images\IU32.nii.gz,data\masks\cyst_iu_32.nii.gz,True,True,512x416x40,512x416x40,512,416,40,512,416,40,8519680,8519680,0.742188x0.742188x6.6,0.742188x0.742188x6.6,True,True,2141,8519680,0.0002513005183293269,
train_new,147,NU145,NU,data\images\NU145.nii.gz,data\masks\cyst_nu_145.nii.gz,True,True,256x208x55,256x208x55,256,208,55,256,208,55,2928640,2928640,1.5625x1.5625x5,1.5625x1.5625x5,True,True,37,2928640,1.2633850524475524e-05,
train_new,148,MCA26,MCA,data\images\MCA26.nii.gz,data\masks\cyst_mca_26.nii.gz,True,True,512x512x30,512x512x30,512,512,30,512,512,30,7864320,7864320,0.7813x0.7813x7,0.7813x0.7813x7,True,True,2870,7864320,0.0003649393717447917,
train_new,149,CAD107,CAD,data\images\CAD107.nii.gz,data\masks\cyst_cad_107.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.17188x1.17188x4.4,1.17188x1.17188x4.4,True,True,829,1966080,0.0004216512044270833,
train_new,150,CAD242,CAD,data\images\CAD242.nii.gz,data\masks\cyst_cad_242.nii.gz,True,True,256x256x48,256x256x48,256,256,48,256,256,48,3145728,3145728,1.09375x1.02539x4.4,1.09375x1.02539x4.4,True,True,52102,3145728,0.016562779744466145,
train_new,151,CAD310,CAD,data\images\CAD310.nii.gz,data\masks\cyst_cad_310.nii.gz,True,True,256x256x34,256x256x34,256,256,34,256,256,34,2228224,2228224,1.40625x1.05469x7.7,1.40625x1.05469x7.7,True,True,2737,2228224,0.00122833251953125,
train_new,152,NU168,NU,data\images\NU168.nii.gz,data\masks\cyst_nu_168.nii.gz,True,True,320x320x55,320x320x55,320,320,55,320,320,55,5632000,5632000,1.1875x1.1875x5,1.1875x1.1875x5,True,True,353,5632000,6.267755681818182e-05,
train_new,153,EMC041,EMC,data\images\EMC041.nii.gz,data\masks\cyst_emc_041.nii.gz,True,True,512x512x30,512x512x30,512,512,30,512,512,30,7864320,7864320,0.9375x0.9375x6.38427,0.9375x0.9375x6.38427,True,True,2028,7864320,0.00025787353515625,
train_new,154,MCA22,MCA,data\images\MCA22.nii.gz,data\masks\cyst_mca_22.nii.gz,True,True,512x512x30,512x512x30,512,512,30,512,512,30,7864320,7864320,0.8203x0.8203x7,0.8203x0.8203x7,True,True,4717,7864320,0.0005997975667317708,
train_new,155,NYU0094,NYU,data\images\NYU0094.nii.gz,data\masks\cyst_nyu_0094.nii.gz,True,True,256x224x56,256x224x56,256,224,56,256,224,56,3211264,3211264,1.48438x1.48438x4,1.48438x1.48438x4,True,True,553,3211264,0.00017220633370535715,
train_new,156,CAD155,CAD,data\images\CAD155.nii.gz,data\masks\cyst_cad_155.nii.gz,True,True,256x256x38,256x256x38,256,256,38,256,256,38,2490368,2490368,1.13281x1.13281x4.4,1.13281x1.13281x4.4,True,True,272,2490368,0.00010922080592105263,
train_new,157,EMC075,EMC,data\images\EMC075.nii.gz,data\masks\cyst_emc_075.nii.gz,True,True,512x512x25,512x512x25,512,512,25,512,512,25,6553600,6553600,0.7031x0.7031x6.6,0.7031x0.7031x6.6,True,True,2576,6553600,0.00039306640625,
train_new,158,EMC083,EMC,data\images\EMC083.nii.gz,data\masks\cyst_emc_083.nii.gz,True,True,512x512x39,512x512x39,512,512,39,512,512,39,10223616,10223616,0.7813x0.7813x6.6,0.7813x0.7813x6.6,True,True,1334,10223616,0.00013048220903445513,
train_new,159,NU30,NU,data\images\NU30.nii.gz,data\masks\cyst_nu_30.nii.gz,True,True,256x208x48,256x208x48,256,208,48,256,208,48,2555904,2555904,1.28906x1.28906x5,1.28906x1.28906x5,True,True,261,2555904,0.00010211651141826923,
train_new,160,MCF30,MCF,data\images\MCF30.nii.gz,data\masks\cyst_mcf_30.nii.gz,True,True,320x320x32,320x320x32,320,320,32,320,320,32,3276800,3276800,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,15739,3276800,0.00480316162109375,
train_new,161,NU151,NU,data\images\NU151.nii.gz,data\masks\cyst_nu_151.nii.gz,True,True,384x336x54,384x336x54,384,336,54,384,336,54,6967296,6967296,0.989583x0.989583x5,0.989583x0.989583x5,True,True,2151,6967296,0.00030872809193121695,
train_new,162,CAD251,CAD,data\images\CAD251.nii.gz,data\masks\cyst_cad_251.nii.gz,True,True,256x256x34,256x256x34,256,256,34,256,256,34,2228224,2228224,1.17188x1.17188x4.4,1.17188x1.17188x4.4,True,True,2810,2228224,0.0012610940372242646,
train_new,163,NYU0056,NYU,data\images\NYU0056.nii.gz,data\masks\cyst_nyu_0056.nii.gz,True,True,256x232x38,256x232x38,256,232,38,256,232,38,2256896,2256896,1.36719x1.36719x4.80002,1.36719x1.36719x4.80002,True,True,331,2256896,0.00014666160957350273,
train_new,164,CAD227,CAD,data\images\CAD227.nii.gz,data\masks\cyst_cad_227.nii.gz,True,True,256x256x34,256x256x34,256,256,34,256,256,34,2228224,2228224,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,8936,2228224,0.004010368795955882,
train_new,165,NYU0173,NYU,data\images\NYU0173.nii.gz,data\masks\cyst_nyu_0173.nii.gz,True,True,256x216x55,256x216x55,256,216,55,256,216,55,3041280,3041280,1.5625x1.5625x4,1.5625x1.5625x4,True,True,247,3041280,8.121580387205387e-05,
train_new,166,AHN64,AHN,data\images\AHN64.nii.gz,data\masks\cyst_ahn_64.nii.gz,True,True,320x320x27,320x320x27,320,320,27,320,320,27,2764800,2764800,1.125x1.125x7.5,1.125x1.125x7.5,True,True,1306,2764800,0.00047236689814814814,
train_new,167,EMC071,EMC,data\images\EMC071.nii.gz,data\masks\cyst_emc_071.nii.gz,True,True,512x512x30,512x512x30,512,512,30,512,512,30,7864320,7864320,0.7227x0.7227x6.59999,0.7227x0.7227x6.59999,True,True,6149,7864320,0.0007818857828776042,
train_new,168,EMC068,EMC,data\images\EMC068.nii.gz,data\masks\cyst_emc_068.nii.gz,True,True,256x256x25,256x256x25,256,256,25,256,256,25,1638400,1638400,1.62109x1.62109x8.8,1.62109x1.62109x8.8,True,True,563,1638400,0.0003436279296875,
train_new,169,CAD146,CAD,data\images\CAD146.nii.gz,data\masks\cyst_cad_146.nii.gz,True,True,256x256x34,256x256x34,256,256,34,256,256,34,2228224,2228224,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,1169,2228224,0.0005246330710018382,
train_new,170,NU47,NU,data\images\NU47.nii.gz,data\masks\cyst_nu_47.nii.gz,True,True,512x464x60,512x464x60,512,464,60,512,464,60,14254080,14254080,0.78125x0.78125x5,0.78125x0.78125x5,True,True,394,14254080,2.7641208692528734e-05,
train_new,171,CAD247,CAD,data\images\CAD247.nii.gz,data\masks\cyst_cad_247.nii.gz,True,True,256x256x44,256x256x44,256,256,44,256,256,44,2883584,2883584,1.32812x1.32812x4.40001,1.32812x1.32812x4.40001,True,True,3193,2883584,0.001107302579012784,
train_new,172,NU108,NU,data\images\NU108.nii.gz,data\masks\cyst_nu_108.nii.gz,True,True,256x256x65,256x256x65,256,256,65,256,256,65,4259840,4259840,1.32031x1.32031x4,1.32031x1.32031x4,True,True,670,4259840,0.00015728290264423078,
train_new,173,MCA140,MCA,data\images\MCA140.nii.gz,data\masks\cyst_mca_140.nii.gz,True,True,512x512x32,512x512x32,512,512,32,512,512,32,8388608,8388608,0.7813x0.7813x7,0.7813x0.7813x7,True,True,957,8388608,0.00011408329010009766,
train_new,174,NU56,NU,data\images\NU56.nii.gz,data\masks\cyst_nu_56.nii.gz,True,True,320x260x35,320x260x35,320,260,35,320,260,35,2912000,2912000,1.25x1.25x5,1.25x1.25x5,True,True,1116,2912000,0.00038324175824175827,
train_new,175,EMC076,EMC,data\images\EMC076.nii.gz,data\masks\cyst_emc_076.nii.gz,True,True,512x512x32,512x512x32,512,512,32,512,512,32,8388608,8388608,0.7031x0.7031x6.60001,0.7031x0.7031x6.60001,True,True,8007,8388608,0.0009545087814331055,
train_new,176,MCF03,MCF,data\images\MCF03.nii.gz,data\masks\cyst_mcf_03.nii.gz,True,True,320x320x36,320x320x36,320,320,36,320,320,36,3686400,3686400,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,334,3686400,9.060329861111111e-05,
train_new,177,NU29,NU,data\images\NU29.nii.gz,data\masks\cyst_nu_29.nii.gz,True,True,384x312x39,384x312x39,384,312,39,384,312,39,4672512,4672512,0.989583x0.989583x6.00001,0.989583x0.989583x6.00001,True,True,472,4672512,0.00010101632697786543,
train_new,178,IU15,IU,data\images\IU15.nii.gz,data\masks\cyst_iu_15.nii.gz,True,True,512x416x45,512x416x45,512,416,45,512,416,45,9584640,9584640,0.820312x0.820312x6.6,0.820312x0.820312x6.6,True,True,136,9584640,1.4189369658119659e-05,
train_new,179,CAD265,CAD,data\images\CAD265.nii.gz,data\masks\cyst_cad_265.nii.gz,True,True,256x256x28,256x256x28,256,256,28,256,256,28,1835008,1835008,1.09375x1.09375x4.39999,1.09375x1.09375x4.39999,True,True,2657,1835008,0.0014479500906808035,
train_new,180,NYU0140,NYU,data\images\NYU0140.nii.gz,data\masks\cyst_nyu_0140.nii.gz,True,True,512x384x41,512x384x41,512,384,41,512,384,41,8060928,8060928,0.683594x0.683594x6.50001,0.683594x0.683594x6.50001,True,True,7515,8060928,0.0009322747951600609,
train_new,181,NU67,NU,data\images\NU67.nii.gz,data\masks\cyst_nu_67.nii.gz,True,True,256x208x55,256x208x55,256,208,55,256,208,55,2928640,2928640,1.40625x1.40625x5,1.40625x1.40625x5,True,True,120,2928640,4.097465034965035e-05,
train_new,182,CAD150,CAD,data\images\CAD150.nii.gz,data\masks\cyst_cad_150.nii.gz,True,True,256x256x36,256x256x36,256,256,36,256,256,36,2359296,2359296,1.13281x1.13281x4.39999,1.13281x1.13281x4.39999,True,True,3776,2359296,0.0016004774305555555,
train_new,183,CAD124,CAD,data\images\CAD124.nii.gz,data\masks\cyst_cad_124.nii.gz,True,True,256x256x32,256x256x32,256,256,32,256,256,32,2097152,2097152,1.13281x1.13281x4.4,1.13281x1.13281x4.4,True,True,126,2097152,6.008148193359375e-05,
train_new,184,EMC101,EMC,data\images\EMC101.nii.gz,data\masks\cyst_emc_101.nii.gz,True,True,512x512x30,512x512x30,512,512,30,512,512,30,7864320,7864320,0.8203x0.8203x6.60001,0.8203x0.8203x6.60001,True,True,3425,7864320,0.0004355112711588542,
train_new,185,IU18,IU,data\images\IU18.nii.gz,data\masks\cyst_iu_18.nii.gz,True,True,512x512x49,512x512x49,512,512,49,512,512,49,12845056,12845056,0.7227x0.7227x6,0.7227x0.7227x6,True,True,2604,12845056,0.00020272391183035715,
train_new,186,NU66,NU,data\images\NU66.nii.gz,data\masks\cyst_nu_66.nii.gz,True,True,512x416x48,512x416x48,512,416,48,512,416,48,10223616,10223616,0.761719x0.761719x5,0.761719x0.761719x5,True,True,952,10223616,9.311773838141025e-05,
train_new,187,CAD233,CAD,data\images\CAD233.nii.gz,data\masks\cyst_cad_233.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.09375x0.905762x4.4,1.09375x0.905762x4.4,True,True,4623,1966080,0.00235137939453125,
train_new,188,NU18,NU,data\images\NU18.nii.gz,data\masks\cyst_nu_18.nii.gz,True,True,320x220x36,320x220x36,320,220,36,320,220,36,2534400,2534400,1.40625x1.40625x7.2,1.40625x1.40625x7.2,True,True,273,2534400,0.00010771780303030303,
train_new,189,NYU0135,NYU,data\images\NYU0135.nii.gz,data\masks\cyst_nyu_0135.nii.gz,True,True,320x280x102,320x280x102,320,280,102,320,280,102,9139200,9139200,1.25x1.25x6,1.25x1.25x6,True,True,216,9139200,2.3634453781512604e-05,
train_new,190,NYU0151,NYU,data\images\NYU0151.nii.gz,data\masks\cyst_nyu_0151.nii.gz,True,True,320x320x45,320x320x45,320,320,45,320,320,45,4608000,4608000,1.09375x1.09375x6,1.09375x1.09375x6,True,True,10530,4608000,0.00228515625,
train_new,191,CAD294,CAD,data\images\CAD294.nii.gz,data\masks\cyst_cad_294.nii.gz,True,True,256x256x36,256x256x36,256,256,36,256,256,36,2359296,2359296,1.13281x1.13281x4.4,1.13281x1.13281x4.4,True,True,987,2359296,0.0004183451334635417,
train_new,192,NU37,NU,data\images\NU37.nii.gz,data\masks\cyst_nu_37.nii.gz,True,True,320x320x60,320x320x60,320,320,60,320,320,60,6144000,6144000,1.1875x1.1875x5,1.1875x1.1875x5,True,True,809,6144000,0.00013167317708333333,
train_new,193,NU60,NU,data\images\NU60.nii.gz,data\masks\cyst_nu_60.nii.gz,True,True,320x290x50,320x290x50,320,290,50,320,290,50,4640000,4640000,1.125x1.125x5,1.125x1.125x5,True,True,230,4640000,4.956896551724138e-05,
train_new,194,NU78,NU,data\images\NU78.nii.gz,data\masks\cyst_nu_78.nii.gz,True,True,320x250x38,320x250x38,320,250,38,320,250,38,3040000,3040000,1.1875x1.1875x7.2,1.1875x1.1875x7.2,True,True,180,3040000,5.921052631578947e-05,
train_new,195,IU16,IU,data\images\IU16.nii.gz,data\masks\cyst_iu_16.nii.gz,True,True,512x384x35,512x384x35,512,384,35,512,384,35,6881280,6881280,0.683594x0.683594x6.6,0.683594x0.683594x6.6,True,True,459,6881280,6.670270647321428e-05,
train_new,196,IU2,IU,data\images\IU2.nii.gz,data\masks\cyst_iu_2.nii.gz,True,True,512x416x36,512x416x36,512,416,36,512,416,36,7667712,7667712,0.703125x0.703125x6.6,0.703125x0.703125x6.6,True,True,11193,7667712,0.0014597574869791667,
train_new,197,NU98,NU,data\images\NU98.nii.gz,data\masks\cyst_nu_98.nii.gz,True,True,320x320x51,320x320x51,320,320,51,320,320,51,5222400,5222400,1.1875x1.1875x5,1.1875x1.1875x5,True,True,1676,5222400,0.0003209252450980392,
train_new,198,NU130,NU,data\images\NU130.nii.gz,data\masks\cyst_nu_130.nii.gz,True,True,256x216x60,256x216x60,256,216,60,256,216,60,3317760,3317760,1.25x1.25x4,1.25x1.25x4,True,True,95,3317760,2.8633777006172838e-05,
train_new,199,NU121,NU,data\images\NU121.nii.gz,data\masks\cyst_nu_121.nii.gz,True,True,256x256x60,256x256x60,256,256,60,256,256,60,3932160,3932160,1.48438x1.48438x5,1.48438x1.48438x5,True,True,250,3932160,6.357828776041667e-05,
train_new,200,CAD213,CAD,data\images\CAD213.nii.gz,data\masks\cyst_cad_213.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,5938,1966080,0.0030202229817708334,
train_new,201,MCA05,MCA,data\images\MCA05.nii.gz,data\masks\cyst_mca_05.nii.gz,True,True,512x512x32,512x512x32,512,512,32,512,512,32,8388608,8388608,0.7422x0.7422x7,0.7422x0.7422x7,True,True,6475,8388608,0.0007718801498413086,
train_new,202,CAD162,CAD,data\images\CAD162.nii.gz,data\masks\cyst_cad_162.nii.gz,True,True,256x256x26,256x256x26,256,256,26,256,256,26,1703936,1703936,1.17188x1.17188x4.4,1.17188x1.17188x4.4,True,True,383,1703936,0.00022477370042067306,
train_new,203,IU36,IU,data\images\IU36.nii.gz,data\masks\cyst_iu_36.nii.gz,True,True,512x416x45,512x416x45,512,416,45,512,416,45,9584640,9584640,0.703125x0.703125x6.6,0.703125x0.703125x6.6,True,True,661,9584640,6.896450988247863e-05,
train_new,204,NYU0040,NYU,data\images\NYU0040.nii.gz,data\masks\cyst_nyu_0040.nii.gz,True,True,256x240x50,256x240x50,256,240,50,256,240,50,3072000,3072000,1.36719x1.36719x4,1.36719x1.36719x4,True,True,3614,3072000,0.0011764322916666668,
